trait_group,trait_name,option,weight
name,female,JODI,51
name,female,JANIE,51
name,female,MAGGIE,51
name,female,KAYLA,51
name,female,SONYA,51
name,female,JAN,51
name,female,LEE,51
name,female,KRISTINE,51
name,female,CANDACE,51
name,female,FANNIE,50
name,female,MARYANN,50
name,female,OPAL,50
name,female,ALISON,50
name,female,YVETTE,50
name,female,MELODY,50
name,female,LUZ,49
name,female,SUSIE,49
name,female,OLIVIA,49
name,female,FLORA,49
name,female,SHELLEY,49
name,female,KRISTY,48
name,female,MAMIE,48
name,female,LULA,48
name,female,LOLA,48
name,female,VERNA,48
name,female,BEULAH,48
name,female,ANTOINETTE,48
name,female,CANDICE,46
name,female,JUANA,46
name,female,JEANNETTE,46
name,female,PAM,46
name,female,KELLI,46
name,female,HANNAH,45
name,female,WHITNEY,45
name,female,BRIDGET,45
name,female,KARLA,44
name,female,CELIA,44
name,female,LATOYA,43
name,female,PATTY,43
name,female,SHELIA,43
name,female,GAYLE,43
name,female,DELLA,43
name,female,VICKY,43
name,female,LYNNE,43
name,female,SHERI,42
name,female,MARIANNE,42
name,female,KARA,41
name,female,JACQUELYN,41
name,female,ERMA,41
name,female,BLANCA,41
name,female,MYRA,40
name,female,LETICIA,40
name,female,PAT,40
name,female,KRISTA,40
name,female,ROXANNE,40
name,female,ANGELICA,39
name,female,JOHNNIE,39
name,female,ROBYN,39
name,female,FRANCIS,39
name,female,ADRIENNE,39
name,female,ROSALIE,39
name,female,ALEXANDRA,39
name,female,BROOKE,39
name,female,BETHANY,39
name,female,SADIE,39
name,female,BERNADETTE,39
name,female,TRACI,38
name,female,JODY,38
name,female,KENDRA,38
name,female,JASMINE,38
name,female,NICHOLE,38
name,female,RACHAEL,38
name,female,CHELSEA,38
name,female,MABLE,38
name,female,ERNESTINE,38
name,female,MURIEL,38
name,female,MARCELLA,37
name,female,ELENA,37
name,female,KRYSTAL,37
name,female,ANGELINA,37
name,female,NADINE,36
name,female,KARI,36
name,female,ESTELLE,36
name,female,DIANNA,36
name,female,PAULETTE,36
name,female,LORA,36
name,female,MONA,35
name,female,DOREEN,35
name,female,ROSEMARIE,35
name,female,ANGEL,35
name,female,DESIREE,35
name,female,ANTONIA,35
name,female,HOPE,34
name,female,GINGER,34
name,female,JANIS,34
name,female,BETSY,34
name,female,CHRISTIE,34
name,female,FREDA,34
name,female,MERCEDES,33
name,female,MEREDITH,33
name,female,LYNETTE,33
name,female,TERI,33
name,female,CRISTINA,33
name,female,EULA,33
name,female,LEIGH,32
name,female,MEGHAN,32
name,female,SOPHIA,32
name,female,ELOISE,32
name,female,ROCHELLE,32
name,female,GRETCHEN,32
name,female,CECELIA,32
name,female,RAQUEL,31
name,female,HENRIETTA,31
name,female,ALYSSA,31
name,female,JANA,31
name,female,KELLEY,31
name,female,GWEN,31
name,female,KERRY,31
name,female,JENNA,30
name,female,TRICIA,30
name,female,LAVERNE,30
name,female,OLIVE,30
name,female,ALEXIS,30
name,female,TASHA,30
name,female,SILVIA,29
name,female,ELVIRA,29
name,female,CASEY,29
name,female,DELIA,29
name,female,SOPHIE,29
name,female,KATE,29
name,female,PATTI,29
name,female,LORENA,29
name,female,KELLIE,29
name,female,SONJA,29
name,female,LILA,29
name,female,LANA,29
name,female,DARLA,29
name,female,MAY,29
name,female,MINDY,29
name,female,ESSIE,29
name,female,MANDY,29
name,female,LORENE,28
name,female,ELSA,28
name,female,JOSEFINA,28
name,female,JEANNIE,28
name,female,MIRANDA,28
name,female,DIXIE,28
name,female,LUCIA,28
name,female,MARTA,28
name,female,FAITH,28
name,female,LELA,28
name,female,JOHANNA,28
name,female,SHARI,28
name,female,CAMILLE,28
name,female,TAMI,27
name,female,SHAWNA,27
name,female,ELISA,27
name,female,EBONY,27
name,female,MELBA,27
name,female,ORA,27
name,female,NETTIE,27
name,female,TABITHA,27
name,female,OLLIE,27
name,female,JAIME,27
name,female,WINIFRED,27
name,female,KRISTIE,27
name,female,MARINA,27
name,female,ALISHA,27
name,female,AIMEE,27
name,female,RENA,27
name,female,MYRNA,26
name,female,MARLA,26
name,female,TAMMIE,26
name,female,LATASHA,26
name,female,BONITA,26
name,female,PATRICE,26
name,female,RONDA,26
name,female,SHERRIE,26
name,female,ADDIE,26
name,female,FRANCINE,25
name,female,DELORIS,25
name,female,STACIE,25
name,female,ADRIANA,25
name,female,CHERI,25
name,female,SHELBY,25
name,female,ABIGAIL,25
name,female,CELESTE,25
name,female,JEWEL,25
name,female,CARA,25
name,female,ADELE,25
name,female,REBEKAH,25
name,female,LUCINDA,25
name,female,DORTHY,25
name,female,CHRIS,24
name,female,EFFIE,24
name,female,TRINA,24
name,female,REBA,24
name,female,SHAWN,24
name,female,SALLIE,24
name,female,AURORA,24
name,female,LENORA,24
name,female,ETTA,24
name,female,LOTTIE,24
name,female,KERRI,24
name,female,TRISHA,24
name,female,NIKKI,24
name,female,ESTELLA,24
name,female,FRANCISCA,24
name,female,JOSIE,24
name,female,TRACIE,24
name,female,MARISSA,24
name,female,KARIN,24
name,female,BRITTNEY,24
name,female,JANELLE,24
name,female,LOURDES,24
name,female,LAUREL,24
name,female,HELENE,24
name,female,FERN,24
name,female,ELVA,24
name,female,CORINNE,24
name,female,KELSEY,24
name,female,INA,23
name,female,BETTIE,23
name,female,ELISABETH,23
name,female,AIDA,23
name,female,CAITLIN,23
name,female,INGRID,23
name,female,IVA,23
name,female,EUGENIA,23
name,female,CHRISTA,23
name,female,GOLDIE,23
name,female,CASSIE,23
name,female,MAUDE,23
name,female,JENIFER,23
name,female,THERESE,22
name,female,FRANKIE,22
name,female,DENA,22
name,female,LORNA,22
name,female,JANETTE,22
name,female,LATONYA,22
name,female,CANDY,22
name,female,MORGAN,22
name,female,CONSUELO,22
name,female,TAMIKA,22
name,female,ROSETTA,22
name,female,DEBORA,22
name,female,CHERIE,22
name,female,POLLY,22
name,female,DINA,22
name,female,JEWELL,21
name,female,FAY,21
name,female,JILLIAN,21
name,female,DOROTHEA,21
name,female,NELL,21
name,female,TRUDY,21
name,female,ESPERANZA,21
name,female,PATRICA,21
name,female,KIMBERLEY,21
name,female,SHANNA,21
name,female,HELENA,21
name,female,CAROLINA,21
name,female,CLEO,21
name,female,STEFANIE,21
name,female,ROSARIO,20
name,female,OLA,20
name,female,JANINE,20
name,female,MOLLIE,20
name,female,LUPE,20
name,female,ALISA,20
name,female,LOU,20
name,female,MARIBEL,20
name,female,SUSANNE,20
name,female,BETTE,19
name,female,SUSANA,19
name,female,ELISE,19
name,female,CECILE,19
name,female,ISABELLE,19
name,female,LESLEY,19
name,female,JOCELYN,19
name,female,PAIGE,19
name,female,JONI,19
name,female,RACHELLE,19
name,female,LEOLA,19
name,female,DAPHNE,19
name,female,ALTA,19
name,female,ESTER,19
name,female,PETRA,19
name,female,GRACIELA,19
name,female,IMOGENE,19
name,female,JOLENE,19
name,female,KEISHA,19
name,female,LACEY,18
name,female,GLENNA,18
name,female,GABRIELA,18
name,female,KERI,18
name,female,URSULA,18
name,female,LIZZIE,18
name,female,KIRSTEN,18
name,female,SHANA,18
name,female,ADELINE,18
name,female,MAYRA,18
name,female,JAYNE,18
name,female,JACLYN,18
name,female,GRACIE,18
name,female,SONDRA,18
name,female,CARMELA,18
name,female,MARISA,18
name,female,ROSALIND,18
name,female,CHARITY,18
name,female,TONIA,18
name,female,BEATRIZ,18
name,female,MARISOL,18
name,female,CLARICE,18
name,female,JEANINE,17
name,female,SHEENA,17
name,female,ANGELINE,17
name,female,FRIEDA,17
name,female,LILY,17
name,female,ROBBIE,17
name,female,SHAUNA,17
name,female,MILLIE,17
name,female,CLAUDETTE,17
name,female,CATHLEEN,17
name,female,ANGELIA,17
name,female,GABRIELLE,17
name,female,AUTUMN,17
name,female,KATHARINE,17
name,female,SUMMER,17
name,female,JODIE,17
name,female,STACI,17
name,female,LEA,17
name,female,CHRISTI,17
name,female,JIMMIE,17
name,female,JUSTINE,17
name,female,ELMA,17
name,female,LUELLA,17
name,female,MARGRET,17
name,female,DOMINIQUE,16
name,female,SOCORRO,16
name,female,RENE,16
name,female,MARTINA,16
name,female,MARGO,16
name,female,MAVIS,16
name,female,CALLIE,16
name,female,BOBBI,16
name,female,MARITZA,16
name,female,LUCILE,16
name,female,LEANNE,16
name,female,JEANNINE,16
name,female,DEANA,16
name,female,AILEEN,16
name,female,LORIE,16
name,female,LADONNA,16
name,female,WILLA,16
name,female,MANUELA,16
name,female,GALE,16
name,female,SELMA,16
name,female,DOLLY,16
name,female,SYBIL,16
name,female,ABBY,16
name,female,LARA,16
name,female,DALE,16
name,female,IVY,16
name,female,DEE,16
name,female,WINNIE,16
name,female,MARCY,16
name,female,LUISA,16
name,female,JERI,15
name,female,MAGDALENA,15
name,female,OFELIA,15
name,female,MEAGAN,15
name,female,AUDRA,15
name,female,MATILDA,15
name,female,LEILA,15
name,female,CORNELIA,15
name,female,BIANCA,15
name,female,SIMONE,15
name,female,BETTYE,15
name,female,RANDI,15
name,female,VIRGIE,15
name,female,LATISHA,15
name,female,BARBRA,15
name,female,GEORGINA,15
name,female,ELIZA,15
name,female,LEANN,15
name,female,BRIDGETTE,15
name,female,RHODA,14
name,female,HALEY,14
name,female,ADELA,14
name,female,NOLA,14
name,female,BERNADINE,14
name,female,FLOSSIE,14
name,female,ILA,14
name,female,GRETA,14
name,female,RUTHIE,14
name,female,NELDA,14
name,female,MINERVA,14
name,female,LILLY,14
name,female,TERRIE,14
name,female,LETHA,14
name,female,HILARY,14
name,female,ESTELA,14
name,female,VALARIE,14
name,female,BRIANNA,14
name,female,ROSALYN,14
name,female,EARLINE,14
name,female,CATALINA,14
name,female,AVA,14
name,female,MIA,14
name,female,CLARISSA,14
name,female,LIDIA,14
name,female,CORRINE,14
name,female,ALEXANDRIA,14
name,female,CONCEPCION,14
name,female,TIA,14
name,female,SHARRON,14
name,female,RAE,14
name,female,DONA,14
name,female,ERICKA,14
name,female,JAMI,14
name,female,ELNORA,14
name,female,CHANDRA,14
name,female,LENORE,14
name,female,NEVA,13
name,female,MARYLOU,13
name,female,MELISA,13
name,female,TABATHA,13
name,female,SERENA,13
name,female,AVIS,13
name,female,ALLIE,13
name,female,SOFIA,13
name,female,JEANIE,13
name,female,ODESSA,13
name,female,NANNIE,13
name,female,HARRIETT,13
name,female,LORAINE,13
name,female,PENELOPE,13
name,female,MILAGROS,13
name,female,EMILIA,13
name,female,BENITA,13
name,female,ALLYSON,13
name,female,ASHLEE,13
name,female,TANIA,13
name,female,TOMMIE,13
name,female,ESMERALDA,13
name,female,KARINA,13
name,female,EVE,13
name,female,PEARLIE,13
name,female,ZELMA,13
name,female,MALINDA,13
name,female,NOREEN,13
name,female,TAMEKA,13
name,female,SAUNDRA,13
name,female,HILLARY,13
name,female,AMIE,13
name,female,ALTHEA,12
name,female,ROSALINDA,12
name,female,JORDAN,12
name,female,LILIA,12
name,female,ALANA,12
name,female,GAY,12
name,female,CLARE,12
name,female,ALEJANDRA,12
name,female,ELINOR,12
name,female,MICHAEL,12
name,female,LORRIE,12
name,female,JERRI,12
name,female,DARCY,12
name,female,EARNESTINE,12
name,female,CARMELLA,12
name,female,TAYLOR,12
name,female,NOEMI,12
name,female,MARCIE,12
name,female,LIZA,12
name,female,ANNABELLE,12
name,female,LOUISA,12
name,female,EARLENE,12
name,female,MALLORY,12
name,female,CARLENE,12
name,female,NITA,12
name,female,SELENA,12
name,female,TANISHA,12
name,female,KATY,12
name,female,JULIANNE,12
name,female,JOHN,12
name,female,LAKISHA,11
name,female,EDWINA,11
name,female,MARICELA,11
name,female,MARGERY,11
name,female,KENYA,11
name,female,DOLLIE,11
name,female,ROXIE,11
name,female,ROSLYN,11
name,female,KATHRINE,11
name,female,NANETTE,11
name,female,CHARMAINE,11
name,female,LAVONNE,11
name,female,ILENE,11
name,female,KRIS,11
name,female,TAMMI,11
name,female,SUZETTE,11
name,female,CORINE,11
name,female,KAYE,11
name,female,JERRY,11
name,female,MERLE,11
name,female,CHRYSTAL,11
name,female,LINA,11
name,female,DEANNE,11
name,female,LILIAN,11
name,female,JULIANA,11
name,female,ALINE,11
name,female,LUANN,11
name,female,KASEY,11
name,female,MARYANNE,11
name,female,EVANGELINE,11
name,female,COLETTE,11
name,female,MELVA,11
name,female,LAWANDA,11
name,female,YESENIA,11
name,female,NADIA,11
name,female,MADGE,11
name,female,KATHIE,11
name,female,EDDIE,11
name,female,OPHELIA,11
name,female,VALERIA,11
name,female,NONA,11
name,female,MITZI,11
name,female,MARI,11
name,female,GEORGETTE,11
name,female,CLAUDINE,11
name,female,FRAN,11
name,female,ALISSA,11
name,female,ROSEANN,10
name,female,LAKEISHA,10
name,female,SUSANNA,10
name,female,REVA,10
name,female,DEIDRE,10
name,female,CHASITY,10
name,female,SHEREE,10
name,female,CARLY,10
name,female,JAMES,10
name,female,ELVIA,10
name,female,ALYCE,10
name,female,DEIRDRE,10
name,female,GENA,10
name,female,BRIANA,10
name,female,ARACELI,10
name,female,KATELYN,10
name,female,ROSANNE,10
name,female,WENDI,10
name,female,TESSA,10
name,female,BERTA,10
name,female,MARVA,10
name,female,IMELDA,10
name,female,MARIETTA,10
name,female,MARCI,10
name,female,LEONOR,10
name,female,ARLINE,10
name,female,SASHA,10
name,female,MADELYN,10
name,female,JANNA,10
name,female,JULIETTE,10
name,female,DEENA,10
name,female,AURELIA,10
name,female,JOSEFA,10
name,female,AUGUSTA,10
name,female,LILIANA,10
name,female,YOUNG,10
name,female,CHRISTIAN,10
name,female,LESSIE,10
name,female,AMALIA,10
name,female,SAVANNAH,10
name,female,ANASTASIA,10
name,female,VILMA,10
name,female,NATALIA,10
name,female,ROSELLA,10
name,female,LYNNETTE,10
name,female,CORINA,10
name,female,ALFREDA,9
name,female,LEANNA,9
name,female,CAREY,9
name,female,AMPARO,9
name,female,COLEEN,9
name,female,TAMRA,9
name,female,AISHA,9
name,female,WILDA,9
name,female,KARYN,9
name,female,CHERRY,9
name,female,QUEEN,9
name,female,MAURA,9
name,female,MAI,9
name,female,EVANGELINA,9
name,female,ROSANNA,9
name,female,HALLIE,9
name,female,ERNA,9
name,female,ENID,9
name,female,MARIANA,9
name,female,LACY,9
name,female,JULIET,9
name,female,JACKLYN,9
name,female,FREIDA,9
name,female,MADELEINE,9
name,female,MARA,9
name,female,HESTER,9
name,female,CATHRYN,9
name,female,LELIA,9
name,female,CASANDRA,9
name,female,BRIDGETT,9
name,female,ANGELITA,9
name,female,JANNIE,9
name,female,DIONNE,9
name,female,ANNMARIE,9
name,female,KATINA,9
name,female,BERYL,9
name,female,PHOEBE,9
name,female,MILLICENT,9
name,female,KATHERYN,9
name,female,DIANN,9
name,female,CARISSA,9
name,female,MARYELLEN,9
name,female,LIZ,9
name,female,LAURI,9
name,female,HELGA,9
name,female,GILDA,9
name,female,ADRIAN,9
name,female,RHEA,9
name,female,MARQUITA,9
name,female,HOLLIE,9
name,female,TISHA,9
name,female,TAMERA,9
name,female,ANGELIQUE,9
name,female,FRANCESCA,9
name,female,BRITNEY,9
name,female,KAITLIN,9
name,female,LOLITA,9
name,female,FLORINE,9
name,female,ROWENA,9
name,female,REYNA,9
name,female,TWILA,9
name,female,FANNY,9
name,female,JANELL,9
name,female,INES,9
name,female,CONCETTA,9
name,female,BERTIE,9
name,female,ALBA,9
name,female,BRIGITTE,9
name,female,ALYSON,9
name,female,VONDA,8
name,female,PANSY,8
name,female,ELBA,8
name,female,NOELLE,8
name,female,LETITIA,8
name,female,KITTY,8
name,female,DEANN,8
name,female,BRANDIE,8
name,female,LOUELLA,8
name,female,LETA,8
name,female,FELECIA,8
name,female,SHARLENE,8
name,female,LESA,8
name,female,BEVERLEY,8
name,female,ROBERT,8
name,female,ISABELLA,8
name,female,HERMINIA,8
name,female,TERRA,8
name,female,CELINA,8
